"","zOTU","ELAoL373o45o5cm","ELAoL226No12o125cm","ELAoL373o25o3cm","ELAoL373o75o8cm","ELAoL226No6o65cm","ELAoL226No15o2cm","ELAoL226So45o5cm","ELAoL226No8o85cm","ELAoL226No9o95cm","ELAoL224o2o25cm","ELAoL224o185o19cm","ELAoL226So7o75cm","ELAoL226No0o05cm","ELAoL224o14o145cm","ELAoL224o1o15cm","ELAoL224o25o3cm","ELAoL226No85o9cm","ELAoL224o13o135cm","ELAoL224o0o05cm","ELAoL224o125o13cm","ELAoL227o10o105cm","ELAoL224o65o7cm","ELAoL226So105o11cm","ELAoL226So1o15cm","ELAoL226No13o135cm","ELAoL227o75o8cm","ELAoL373o8o85cm","ELAoL224o105o11cm","ELAoL226So0o05cm","ELAoL224o115o12cm","ELAoL224o175o18cm","ELAoL224o11o115cm","ELAoL226No7o75cm","ELAoL227o95o10cm","ELAoL373o05o1cm","ELAoL227o1o15cm","ELAoL227o0o05cm","ELAoL226So115o12cm","ELAoL226No65o7cm","ELAoL373o5o55cm","ELAoL227o2o25cm","ELAoL224o7o75cm","ELAoL226No1o15cm","ELAoL227o11o115cm","ELAoL224o145o15cm","ELAoL226No125o13cm","ELAoL224o35o4cm","ELAoL373o7o75cm","ELAoL227o4o45cm","ELAoL224o17o175cm","ELAoL227o05o1cm","ELAoL226No135o14cm","ELAoL226So75o8cm","ELAoL224o45o5cm","ELAoL224o55o6cm","ELAoL224o85o9cm","ELAoL227o35o4cm","ELAoL226No4o45cm","ELAoL224o75o8cm","ELAoL226No11o115cm","ELAoL224o155o16cm","ELAoL226So2o25cm","ELAoL224o15o2cm","ELAoL227o65o7cm","ELAoL226No3o35cm","ELAoL224o05o1cm","ELAoL373o85o9cm","ELAoL226No45o5cm","ELAoL224o9o95cm","ELAoL226So95o10cm","ELAoL226So3o35cm","ELAoL227o105o11cm","ELAoL373o4o45cm","ELAoL227o9o95cm","ELAoL226So5o55cm","ELAoL373o2o25cm","ELAoL373o6o65cm","ELAoL224o5o55cm","ELAoL227o15o2cm","ELAoL224o4o45cm","ELAoL226No05o1cm","ELAoL226So9o95cm","ELAoL224o165o17cm","ELAoL226No14o145cm","ELAoL227o85o9cm","ELAoL224o10o105cm","ELAoL226So85o9cm","ELAoL227o6o65cm","ELAoL226So11o115cm","ELAoL226No75o8cm","ELAoL226No5o55cm","ELAoL226So35o4cm","ELAoL373o35o4cm","ELAoL227o115o12cm","ELAoL227o55o6cm","ELAoL224o12o125cm","ELAoL373o65o7cm","ELAoL226No95o10cm","ELAoL227o5o55cm","ELAoL226So65o7cm","ELAoL226No115o12cm","ELAoL227o45o5cm","ELAoL373o1o15cm","ELAoL227o3o35cm","ELAoL226No2o25cm","ELAoL224o95o10cm","ELAoL224o16o165cm","ELAoL373o55o6cm","ELAoL227o7o75cm","ELAoL227o8o85cm","ELAoL226So6o65cm","ELAoL373o3o35cm","ELAoL227o25o3cm","ELAoL224o135o14cm","ELAoL226So55o6cm","ELAoL226No35o4cm","ELAoL224o19o195cm","ELAoL226So15o2cm","ELAoL226No10o105cm","ELAoL226No55o6cm","ELAoL226So10o105cm","ELAoL373o0o05cm","ELAoL224o18o185cm","ELAoL224o6o65cm","ELAoL226No105o11cm","ELAoL226So8o85cm","ELAoL226No25o3cm","ELAoL226So25o3cm","ELAoL224o3o35cm","ELAoL224o15o155cm","ELAoL226So05o1cm","ELAoL226No145o15cm","ELAoL224o8o85cm","ELAoL373o15o2cm","ELAoL226So4o45cm","scientificName"
"456","Zotu758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unknown ochrophyte"
"457","Zotu760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Methylotenera versatilis"
"458","Zotu761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acinetospora asiatica"
"459","Zotu762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,26,0,0,0,0,4,0,"Synura petersenii"
"460","Zotu764",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unknown poriferan"
"461","Zotu765",0,0,0,0,0,21,0,0,0,19,77,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,10,0,0,1,1,1,"Euchlanis dilatata"
"462","Zotu766",1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,36,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,"Synura petersenii"
"463","Zotu767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trebouxia aggregata"
"464","Zotu768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pedospumella sinomuralis"
"465","Zotu769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"unknown dinoflagellate"
"466","Zotu77",0,0,0,0,0,564,0,0,0,0,0,0,1621,0,0,0,0,0,4488,0,0,0,0,1960,0,0,0,0,214,0,0,0,0,0,180,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,1,0,0,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nannochloropsis limnetica"
"467","Zotu772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Synchytrium microbalum"
"468","Zotu774",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dinobryon similis"
"469","Zotu775",0,0,0,0,10,4,0,12,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,3,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,13,0,0,0,0,4,0,36,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,1,0,0,0,5,4,6,0,0,0,0,21,7,0,2,"Holopedium glacialis"
"470","Zotu776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ectocarpus siliculosus"
"471","Zotu777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nannochloropsis limnetica"
"472","Zotu778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,0,0,0,0,5,0,"Synura petersenii"
"473","Zotu78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daphnia dubia"
"474","Zotu780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,"unknown dinoflagellate"
"475","Zotu781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pedospumella sinomuralis"
"476","Zotu782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,87,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,"Synura petersenii"
"477","Zotu783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dinobryon inclinatum"
"478","Zotu784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unknown dinoflagellate"
"479","Zotu785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Florenciella parvula"
"480","Zotu786",0,0,0,0,84,16,0,162,28,0,0,7,0,0,0,0,0,0,0,0,0,0,363,17,0,164,0,0,0,687,0,0,120,0,0,0,0,179,357,0,0,6,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,37,0,68,0,141,0,169,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,44,5,0,0,0,319,708,115,0,21,53,121,1,0,0,1,136,0,306,0,59,0,0,0,0,12,0,0,0,0,0,72,0,0,0,10,231,0,0,0,166,85,0,0,0,156,43,35,0,0,0,0,220,10,0,170,"Holopedium glacialis"
"481","Zotu787",0,0,0,0,10,2,17,2,10,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,11,0,0,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,8,0,0,2,1,0,0,99,0,0,0,0,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Petalonia fascia"
"482","Zotu788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Holopedium glacialis"
"483","Zotu79",331,0,0,0,0,167,1248,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,244,0,0,0,0,0,90,0,0,0,433,219,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,367,0,8,0,0,24,0,0,0,0,0,1452,0,828,0,0,2184,967,0,0,0,0,0,0,0,0,0,0,0,0,116,0,102,1985,0,0,0,0,190,0,0,0,0,365,0,51,0,0,623,0,0,0,1,0,0,0,295,0,0,0,0,0,139,0,0,0,0,129,0,0,0,1251,0,0,134,114,"Coscinodiscus wailesii"
"484","Zotu790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daphnia mendotae"
"485","Zotu792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,"Clubiona circulata"
"486","Zotu793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinophrys sol"
"487","Zotu794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pedospumella sinomuralis"
"488","Zotu796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"Pedospumella sinomuralis"
"489","Zotu799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,"Neoporphyra haitanensis"
"490","Zotu8",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,0,0,6,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0,0,1827,772,1,0,0,17524,0,0,0,1,1,0,0,0,2440,0,0,674,0,0,0,0,0,0,292,0,0,0,717,0,0,19003,0,4557,0,2615,0,0,0,0,0,0,0,0,0,12389,0,7871,3654,0,0,0,0,0,0,0,44613,0,1,0,0,21264,0,1326,0,0,1,0,0,0,11003,0,0,0,0,0,0,0,5,"Polyarthra spp."
"491","Zotu80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phytophthora tenuimura"
"492","Zotu800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"Pythium spp."
"493","Zotu803",0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,17,0,0,0,0,3,0,0,2,0,0,0,0,24,0,0,0,0,0,3,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,4,0,13,0,2,0,3,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,8,0,1,0,0,13,0,0,0,0,5,2,0,0,0,0,1,2,0,0,"Marvania coccoides"
"494","Zotu804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chordaria chordaeformis"
"495","Zotu806",0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,98,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,81,0,0,25,0,0,0,0,0,0,11,0,0,9,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,2,0,"Microspongium tenuissimum"
"496","Zotu807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pedospumella sinomuralis"
